datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-01-26 09:30:10,1.018913,23.0,0.0,0.0
2023-03-28 09:30:10,1.018913,23.0,0.0,0.0
