datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-05-11 09:57:10,1.02329,23.0,0.0,0.0
2023-07-11 09:57:10,1.02329,23.0,0.0,0.0
