datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-02-08 12:59:10,1.010402,23.0,0.0,0.0
2023-04-10 12:59:10,1.010402,23.0,0.0,0.0
