datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2022-10-04 16:39:10,0.998798,23.0,0.0,0.0
2022-12-04 16:39:10,0.998798,23.0,0.0,0.0
