id,location_x,location_y,start,end,flow_percent,rate_sccm,density kg/m3
1,0.45,0.03,2022-10-05 16:39:10,2022-10-05 16:40:10,1.0,0.1,1.872
2,0.45,0.03,2022-10-05 16:40:10,2022-10-05 16:41:10,2.0,0.2,1.872
3,0.45,0.03,2022-10-05 16:41:10,2022-10-05 16:42:10,5.0,0.5,1.872
4,0.45,0.03,2022-10-05 16:42:10,2022-10-05 16:43:10,10.0,1.0,1.872
5,0.45,0.03,2022-10-05 16:43:10,2022-10-05 16:44:10,15.0,1.5,1.872
6,0.45,0.03,2022-10-05 16:44:10,2022-10-05 17:29:10,20.0,2.0,1.872
7,0.45,0.03,2022-10-05 17:29:10,2022-10-05 17:30:10,15.0,1.5,1.872
8,0.45,0.03,2022-10-05 17:30:10,2022-10-05 17:31:10,10.0,1.0,1.872
9,0.45,0.03,2022-10-05 17:31:10,2022-10-05 17:32:10,5.0,0.5,1.872
10,0.45,0.03,2022-10-05 17:32:10,2022-10-05 17:33:10,2.0,0.2,1.872
11,0.45,0.03,2022-10-05 17:33:10,2022-10-05 17:34:10,1.0,0.1,1.872
12,0.45,0.03,2022-10-05 17:34:10,2022-10-05 17:34:40,1.0,0.1,1.872
13,0.45,0.03,2022-10-05 17:34:40,2022-10-05 17:35:15,2.4,0.24,1.872
14,0.72,0.18,2022-10-05 17:35:15,2022-10-05 17:35:20,1.0,0.1,1.872
15,0.72,0.18,2022-10-05 17:35:20,2022-10-05 17:37:50,2.0,0.2,1.872
16,0.72,0.18,2022-10-05 17:37:50,2022-10-05 17:38:50,1.0,0.1,1.872
17,0.72,0.18,2022-10-05 17:38:50,2022-10-05 17:39:50,2.0,0.2,1.872
18,0.72,0.18,2022-10-05 17:39:50,2022-10-05 17:40:50,5.0,0.5,1.872
19,0.72,0.18,2022-10-05 17:40:50,2022-10-05 17:41:50,10.0,1.0,1.872
20,0.72,0.18,2022-10-05 17:41:50,2022-10-05 17:42:50,15.0,1.5,1.872
21,0.72,0.18,2022-10-05 17:42:50,2022-10-05 18:57:50,20.0,2.0,1.872
22,0.72,0.18,2022-10-05 18:57:50,2022-10-05 18:58:11,15.0,1.5,1.872
23,0.72,0.18,2022-10-05 18:58:11,2022-10-05 18:59:32,10.0,1.0,1.872
24,0.72,0.18,2022-10-05 18:59:32,2022-10-05 19:00:32,5.0,0.5,1.872
25,0.72,0.18,2022-10-05 19:00:32,2022-10-05 19:01:32,2.0,0.2,1.872
26,0.72,0.18,2022-10-05 19:01:32,2022-10-05 19:02:32,1.0,0.1,1.872
27,0.72,0.18,2022-10-05 19:02:32,2022-10-05 19:02:37,0.0,0.0,1.872
