datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-05-04 10:40:10,1.021392,23.0,0.0,0.0
2023-07-04 10:40:10,1.021392,23.0,0.0,0.0
