datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2022-11-07 14:24:10,0.990496,23.0,0.0,0.0
2023-01-07 14:24:10,0.990496,23.0,0.0,0.0
