datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-06-09 09:43:10,1.020812,23.0,0.0,0.0
2023-08-09 09:43:10,1.020812,23.0,0.0,0.0
