datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-06-01 09:20:10,1.02164,23.0,0.0,0.0
2023-08-01 09:20:10,1.02164,23.0,0.0,0.0
