datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-02-02 09:08:10,1.022944,23.0,0.0,0.0
2023-04-04 09:08:10,1.022944,23.0,0.0,0.0
