datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-01-30 08:45:10,0.989969,23.0,0.0,0.0
2023-04-01 08:45:10,0.989969,23.0,0.0,0.0
