id,location_x,location_y,start,end,flow_percent,rate_sccm,density kg/m3
1,0.45,0.03,2023-03-31 11:32:10,2023-03-31 11:33:10,1.0,0.1,1.872
2,0.45,0.03,2023-03-31 11:33:10,2023-03-31 11:34:10,2.0,0.2,1.872
3,0.45,0.03,2023-03-31 11:34:10,2023-03-31 11:35:10,5.0,0.5,1.872
4,0.45,0.03,2023-03-31 11:35:10,2023-03-31 11:36:10,10.0,1.0,1.872
5,0.45,0.03,2023-03-31 11:36:10,2023-03-31 11:37:10,15.0,1.5,1.872
6,0.45,0.03,2023-03-31 11:37:10,2023-03-31 12:22:10,20.0,2.0,1.872
7,0.45,0.03,2023-03-31 12:22:10,2023-03-31 12:23:10,15.0,1.5,1.872
8,0.45,0.03,2023-03-31 12:23:10,2023-03-31 12:24:10,10.0,1.0,1.872
9,0.45,0.03,2023-03-31 12:24:10,2023-03-31 12:25:10,5.0,0.5,1.872
10,0.45,0.03,2023-03-31 12:25:10,2023-03-31 12:26:10,2.0,0.2,1.872
11,0.45,0.03,2023-03-31 12:26:10,2023-03-31 12:27:10,1.0,0.1,1.872
12,0.45,0.03,2023-03-31 12:27:10,2023-03-31 12:27:40,1.0,0.1,1.872
13,0.45,0.03,2023-03-31 12:27:40,2023-03-31 12:28:15,2.4,0.24,1.872
14,0.72,0.18,2023-03-31 12:28:15,2023-03-31 12:28:20,1.0,0.1,1.872
15,0.72,0.18,2023-03-31 12:28:20,2023-03-31 12:30:50,2.0,0.2,1.872
16,0.72,0.18,2023-03-31 12:30:50,2023-03-31 12:31:50,1.0,0.1,1.872
17,0.72,0.18,2023-03-31 12:31:50,2023-03-31 12:32:50,2.0,0.2,1.872
18,0.72,0.18,2023-03-31 12:32:50,2023-03-31 12:33:50,5.0,0.5,1.872
19,0.72,0.18,2023-03-31 12:33:50,2023-03-31 12:34:50,10.0,1.0,1.872
20,0.72,0.18,2023-03-31 12:34:50,2023-03-31 12:35:50,15.0,1.5,1.872
21,0.72,0.18,2023-03-31 12:35:50,2023-03-31 13:50:50,20.0,2.0,1.872
22,0.72,0.18,2023-03-31 13:50:50,2023-03-31 13:51:11,15.0,1.5,1.872
23,0.72,0.18,2023-03-31 13:51:11,2023-03-31 13:52:32,10.0,1.0,1.872
24,0.72,0.18,2023-03-31 13:52:32,2023-03-31 13:53:32,5.0,0.5,1.872
25,0.72,0.18,2023-03-31 13:53:32,2023-03-31 13:54:32,2.0,0.2,1.872
26,0.72,0.18,2023-03-31 13:54:32,2023-03-31 13:55:32,1.0,0.1,1.872
27,0.72,0.18,2023-03-31 13:55:32,2023-03-31 13:55:37,0.0,0.0,1.872
