datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-03-30 11:32:10,1.00811,23.0,0.0,0.0
2023-05-30 11:32:10,1.00811,23.0,0.0,0.0
