datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-02-06 10:50:10,1.021858,23.0,0.0,0.0
2023-04-08 10:50:10,1.021858,23.0,0.0,0.0
