datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-07-03 10:10:10,1.002196,23.0,0.0,0.0
2023-09-02 10:10:10,1.002196,23.0,0.0,0.0
