datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2022-11-14 10:50:10,1.002918,23.0,0.0,0.0
2023-01-14 10:50:10,1.002918,23.0,0.0,0.0
