id,location_x,location_y,start,end,flow_percent,rate_sccm,density kg/m3
1,0.45,0.03,2023-05-16 09:10:10,2023-05-16 09:11:10,1.0,0.1,1.872
2,0.45,0.03,2023-05-16 09:11:10,2023-05-16 09:12:10,2.0,0.2,1.872
3,0.45,0.03,2023-05-16 09:12:10,2023-05-16 09:13:10,5.0,0.5,1.872
4,0.45,0.03,2023-05-16 09:13:10,2023-05-16 09:14:10,10.0,1.0,1.872
5,0.45,0.03,2023-05-16 09:14:10,2023-05-16 09:15:10,15.0,1.5,1.872
6,0.45,0.03,2023-05-16 09:15:10,2023-05-16 10:00:10,20.0,2.0,1.872
7,0.45,0.03,2023-05-16 10:00:10,2023-05-16 10:01:10,15.0,1.5,1.872
8,0.45,0.03,2023-05-16 10:01:10,2023-05-16 10:02:10,10.0,1.0,1.872
9,0.45,0.03,2023-05-16 10:02:10,2023-05-16 10:03:10,5.0,0.5,1.872
10,0.45,0.03,2023-05-16 10:03:10,2023-05-16 10:04:10,2.0,0.2,1.872
11,0.45,0.03,2023-05-16 10:04:10,2023-05-16 10:05:10,1.0,0.1,1.872
12,0.45,0.03,2023-05-16 10:05:10,2023-05-16 10:05:40,1.0,0.1,1.872
13,0.45,0.03,2023-05-16 10:05:40,2023-05-16 10:06:15,2.4,0.24,1.872
14,0.72,0.18,2023-05-16 10:06:15,2023-05-16 10:06:20,1.0,0.1,1.872
15,0.72,0.18,2023-05-16 10:06:20,2023-05-16 10:08:50,2.0,0.2,1.872
16,0.72,0.18,2023-05-16 10:08:50,2023-05-16 10:09:50,1.0,0.1,1.872
17,0.72,0.18,2023-05-16 10:09:50,2023-05-16 10:10:50,2.0,0.2,1.872
18,0.72,0.18,2023-05-16 10:10:50,2023-05-16 10:11:50,5.0,0.5,1.872
19,0.72,0.18,2023-05-16 10:11:50,2023-05-16 10:12:50,10.0,1.0,1.872
20,0.72,0.18,2023-05-16 10:12:50,2023-05-16 10:13:50,15.0,1.5,1.872
21,0.72,0.18,2023-05-16 10:13:50,2023-05-16 11:28:50,20.0,2.0,1.872
22,0.72,0.18,2023-05-16 11:28:50,2023-05-16 11:29:11,15.0,1.5,1.872
23,0.72,0.18,2023-05-16 11:29:11,2023-05-16 11:30:32,10.0,1.0,1.872
24,0.72,0.18,2023-05-16 11:30:32,2023-05-16 11:31:32,5.0,0.5,1.872
25,0.72,0.18,2023-05-16 11:31:32,2023-05-16 11:32:32,2.0,0.2,1.872
26,0.72,0.18,2023-05-16 11:32:32,2023-05-16 11:33:32,1.0,0.1,1.872
27,0.72,0.18,2023-05-16 11:33:32,2023-05-16 11:33:37,0.0,0.0,1.872
