datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-05-15 09:10:10,1.016402,23.0,0.0,0.0
2023-07-15 09:10:10,1.016402,23.0,0.0,0.0
