datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-06-06 10:03:10,1.017516,23.0,0.0,0.0
2023-08-06 10:03:10,1.017516,23.0,0.0,0.0
