id,location_x,location_y,start,end,flow_percent,rate_sccm,density kg/m3
1,0.45,0.03,2023-06-07 10:03:10,2023-06-07 10:04:10,1.0,0.1,1.872
2,0.45,0.03,2023-06-07 10:04:10,2023-06-07 10:05:10,2.0,0.2,1.872
3,0.45,0.03,2023-06-07 10:05:10,2023-06-07 10:06:10,5.0,0.5,1.872
4,0.45,0.03,2023-06-07 10:06:10,2023-06-07 10:07:10,10.0,1.0,1.872
5,0.45,0.03,2023-06-07 10:07:10,2023-06-07 10:08:10,15.0,1.5,1.872
6,0.45,0.03,2023-06-07 10:08:10,2023-06-07 10:53:10,20.0,2.0,1.872
7,0.45,0.03,2023-06-07 10:53:10,2023-06-07 10:54:10,15.0,1.5,1.872
8,0.45,0.03,2023-06-07 10:54:10,2023-06-07 10:55:10,10.0,1.0,1.872
9,0.45,0.03,2023-06-07 10:55:10,2023-06-07 10:56:10,5.0,0.5,1.872
10,0.45,0.03,2023-06-07 10:56:10,2023-06-07 10:57:10,2.0,0.2,1.872
11,0.45,0.03,2023-06-07 10:57:10,2023-06-07 10:58:10,1.0,0.1,1.872
12,0.45,0.03,2023-06-07 10:58:10,2023-06-07 10:58:40,1.0,0.1,1.872
13,0.45,0.03,2023-06-07 10:58:40,2023-06-07 10:59:15,2.4,0.24,1.872
14,0.72,0.18,2023-06-07 10:59:15,2023-06-07 10:59:20,1.0,0.1,1.872
15,0.72,0.18,2023-06-07 10:59:20,2023-06-07 11:01:50,2.0,0.2,1.872
16,0.72,0.18,2023-06-07 11:01:50,2023-06-07 11:02:50,1.0,0.1,1.872
17,0.72,0.18,2023-06-07 11:02:50,2023-06-07 11:03:50,2.0,0.2,1.872
18,0.72,0.18,2023-06-07 11:03:50,2023-06-07 11:04:50,5.0,0.5,1.872
19,0.72,0.18,2023-06-07 11:04:50,2023-06-07 11:05:50,10.0,1.0,1.872
20,0.72,0.18,2023-06-07 11:05:50,2023-06-07 11:06:50,15.0,1.5,1.872
21,0.72,0.18,2023-06-07 11:06:50,2023-06-07 12:21:50,20.0,2.0,1.872
22,0.72,0.18,2023-06-07 12:21:50,2023-06-07 12:22:11,15.0,1.5,1.872
23,0.72,0.18,2023-06-07 12:22:11,2023-06-07 12:23:32,10.0,1.0,1.872
24,0.72,0.18,2023-06-07 12:23:32,2023-06-07 12:24:32,5.0,0.5,1.872
25,0.72,0.18,2023-06-07 12:24:32,2023-06-07 12:25:32,2.0,0.2,1.872
26,0.72,0.18,2023-06-07 12:25:32,2023-06-07 12:26:32,1.0,0.1,1.872
27,0.72,0.18,2023-06-07 12:26:32,2023-06-07 12:26:37,0.0,0.0,1.872
