datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-02-20 09:06:10,1.00646,23.0,0.0,0.0
2023-04-22 09:06:10,1.00646,23.0,0.0,0.0
