datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-04-24 10:41:10,1.005677,23.0,0.0,0.0
2023-06-24 10:41:10,1.005677,23.0,0.0,0.0
