datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-06-13 10:20:10,1.018628,23.0,0.0,0.0
2023-08-13 10:20:10,1.018628,23.0,0.0,0.0
