datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2022-11-01 12:10:10,0.996483,23.0,0.0,0.0
2023-01-01 12:10:10,0.996483,23.0,0.0,0.0
