datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2022-10-11 12:35:10,1.007616,23.0,0.0,0.0
2022-12-11 12:35:10,1.007616,23.0,0.0,0.0
