datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-06-16 11:07:10,1.012271,23.0,0.0,0.0
2023-08-16 11:07:10,1.012271,23.0,0.0,0.0
