datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-04-17 12:43:10,1.034721,23.0,0.0,0.0
2023-06-17 12:43:10,1.034721,23.0,0.0,0.0
