id,location_x,location_y,start,end,flow_percent,rate_sccm,density kg/m3
1,0.45,0.03,2022-10-18 09:49:10,2022-10-18 09:50:10,1.0,0.1,1.872
2,0.45,0.03,2022-10-18 09:50:10,2022-10-18 09:51:10,2.0,0.2,1.872
3,0.45,0.03,2022-10-18 09:51:10,2022-10-18 09:52:10,5.0,0.5,1.872
4,0.45,0.03,2022-10-18 09:52:10,2022-10-18 09:53:10,10.0,1.0,1.872
5,0.45,0.03,2022-10-18 09:53:10,2022-10-18 09:54:10,15.0,1.5,1.872
6,0.45,0.03,2022-10-18 09:54:10,2022-10-18 10:39:10,20.0,2.0,1.872
7,0.45,0.03,2022-10-18 10:39:10,2022-10-18 10:40:10,15.0,1.5,1.872
8,0.45,0.03,2022-10-18 10:40:10,2022-10-18 10:41:10,10.0,1.0,1.872
9,0.45,0.03,2022-10-18 10:41:10,2022-10-18 10:42:10,5.0,0.5,1.872
10,0.45,0.03,2022-10-18 10:42:10,2022-10-18 10:43:10,2.0,0.2,1.872
11,0.45,0.03,2022-10-18 10:43:10,2022-10-18 10:44:10,1.0,0.1,1.872
12,0.45,0.03,2022-10-18 10:44:10,2022-10-18 10:44:40,1.0,0.1,1.872
13,0.45,0.03,2022-10-18 10:44:40,2022-10-18 10:45:15,2.4,0.24,1.872
14,0.72,0.18,2022-10-18 10:45:15,2022-10-18 10:45:20,1.0,0.1,1.872
15,0.72,0.18,2022-10-18 10:45:20,2022-10-18 10:47:50,2.0,0.2,1.872
16,0.72,0.18,2022-10-18 10:47:50,2022-10-18 10:48:50,1.0,0.1,1.872
17,0.72,0.18,2022-10-18 10:48:50,2022-10-18 10:49:50,2.0,0.2,1.872
18,0.72,0.18,2022-10-18 10:49:50,2022-10-18 10:50:50,5.0,0.5,1.872
19,0.72,0.18,2022-10-18 10:50:50,2022-10-18 10:51:50,10.0,1.0,1.872
20,0.72,0.18,2022-10-18 10:51:50,2022-10-18 10:52:50,15.0,1.5,1.872
21,0.72,0.18,2022-10-18 10:52:50,2022-10-18 12:07:50,20.0,2.0,1.872
22,0.72,0.18,2022-10-18 12:07:50,2022-10-18 12:08:11,15.0,1.5,1.872
23,0.72,0.18,2022-10-18 12:08:11,2022-10-18 12:09:32,10.0,1.0,1.872
24,0.72,0.18,2022-10-18 12:09:32,2022-10-18 12:10:32,5.0,0.5,1.872
25,0.72,0.18,2022-10-18 12:10:32,2022-10-18 12:11:32,2.0,0.2,1.872
26,0.72,0.18,2022-10-18 12:11:32,2022-10-18 12:12:32,1.0,0.1,1.872
27,0.72,0.18,2022-10-18 12:12:32,2022-10-18 12:12:37,0.0,0.0,1.872
