id,location_x,location_y,start,end,flow_percent,rate_sccm,density kg/m3
1,0.45,0.03,2023-02-14 10:51:10,2023-02-14 10:52:10,1.0,0.1,1.872
2,0.45,0.03,2023-02-14 10:52:10,2023-02-14 10:53:10,2.0,0.2,1.872
3,0.45,0.03,2023-02-14 10:53:10,2023-02-14 10:54:10,5.0,0.5,1.872
4,0.45,0.03,2023-02-14 10:54:10,2023-02-14 10:55:10,10.0,1.0,1.872
5,0.45,0.03,2023-02-14 10:55:10,2023-02-14 10:56:10,15.0,1.5,1.872
6,0.45,0.03,2023-02-14 10:56:10,2023-02-14 11:41:10,20.0,2.0,1.872
7,0.45,0.03,2023-02-14 11:41:10,2023-02-14 11:42:10,15.0,1.5,1.872
8,0.45,0.03,2023-02-14 11:42:10,2023-02-14 11:43:10,10.0,1.0,1.872
9,0.45,0.03,2023-02-14 11:43:10,2023-02-14 11:44:10,5.0,0.5,1.872
10,0.45,0.03,2023-02-14 11:44:10,2023-02-14 11:45:10,2.0,0.2,1.872
11,0.45,0.03,2023-02-14 11:45:10,2023-02-14 11:46:10,1.0,0.1,1.872
12,0.45,0.03,2023-02-14 11:46:10,2023-02-14 11:46:40,1.0,0.1,1.872
13,0.45,0.03,2023-02-14 11:46:40,2023-02-14 11:47:15,2.4,0.24,1.872
14,0.72,0.18,2023-02-14 11:47:15,2023-02-14 11:47:20,1.0,0.1,1.872
15,0.72,0.18,2023-02-14 11:47:20,2023-02-14 11:49:50,2.0,0.2,1.872
16,0.72,0.18,2023-02-14 11:49:50,2023-02-14 11:50:50,1.0,0.1,1.872
17,0.72,0.18,2023-02-14 11:50:50,2023-02-14 11:51:50,2.0,0.2,1.872
18,0.72,0.18,2023-02-14 11:51:50,2023-02-14 11:52:50,5.0,0.5,1.872
19,0.72,0.18,2023-02-14 11:52:50,2023-02-14 11:53:50,10.0,1.0,1.872
20,0.72,0.18,2023-02-14 11:53:50,2023-02-14 11:54:50,15.0,1.5,1.872
21,0.72,0.18,2023-02-14 11:54:50,2023-02-14 13:09:50,20.0,2.0,1.872
22,0.72,0.18,2023-02-14 13:09:50,2023-02-14 13:10:11,15.0,1.5,1.872
23,0.72,0.18,2023-02-14 13:10:11,2023-02-14 13:11:32,10.0,1.0,1.872
24,0.72,0.18,2023-02-14 13:11:32,2023-02-14 13:12:32,5.0,0.5,1.872
25,0.72,0.18,2023-02-14 13:12:32,2023-02-14 13:13:32,2.0,0.2,1.872
26,0.72,0.18,2023-02-14 13:13:32,2023-02-14 13:14:32,1.0,0.1,1.872
27,0.72,0.18,2023-02-14 13:14:32,2023-02-14 13:14:37,0.0,0.0,1.872
