datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-02-13 10:51:10,1.017478,23.0,0.0,0.0
2023-04-15 10:51:10,1.017478,23.0,0.0,0.0
