datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-05-08 12:45:10,1.006763,23.0,0.0,0.0
2023-07-08 12:45:10,1.006763,23.0,0.0,0.0
