datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-02-23 13:35:10,1.012101,23.0,0.0,0.0
2023-04-25 13:35:10,1.012101,23.0,0.0,0.0
