datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-04-30 14:30:10,1.016859,23.0,0.0,0.0
2023-06-30 14:30:10,1.016859,23.0,0.0,0.0
