datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-03-27 12:36:10,1.006141,23.0,0.0,0.0
2023-05-27 12:36:10,1.006141,23.0,0.0,0.0
