id,location_x,location_y,start,end,flow_percent,rate_sccm,density kg/m3
1,0.45,0.03,2023-03-28 12:36:10,2023-03-28 12:37:10,1.0,0.1,1.872
2,0.45,0.03,2023-03-28 12:37:10,2023-03-28 12:38:10,2.0,0.2,1.872
3,0.45,0.03,2023-03-28 12:38:10,2023-03-28 12:39:10,5.0,0.5,1.872
4,0.45,0.03,2023-03-28 12:39:10,2023-03-28 12:40:10,10.0,1.0,1.872
5,0.45,0.03,2023-03-28 12:40:10,2023-03-28 12:41:10,15.0,1.5,1.872
6,0.45,0.03,2023-03-28 12:41:10,2023-03-28 13:26:10,20.0,2.0,1.872
7,0.45,0.03,2023-03-28 13:26:10,2023-03-28 13:27:10,15.0,1.5,1.872
8,0.45,0.03,2023-03-28 13:27:10,2023-03-28 13:28:10,10.0,1.0,1.872
9,0.45,0.03,2023-03-28 13:28:10,2023-03-28 13:29:10,5.0,0.5,1.872
10,0.45,0.03,2023-03-28 13:29:10,2023-03-28 13:30:10,2.0,0.2,1.872
11,0.45,0.03,2023-03-28 13:30:10,2023-03-28 13:31:10,1.0,0.1,1.872
12,0.45,0.03,2023-03-28 13:31:10,2023-03-28 13:31:40,1.0,0.1,1.872
13,0.45,0.03,2023-03-28 13:31:40,2023-03-28 13:32:15,2.4,0.24,1.872
14,0.72,0.18,2023-03-28 13:32:15,2023-03-28 13:32:20,1.0,0.1,1.872
15,0.72,0.18,2023-03-28 13:32:20,2023-03-28 13:34:50,2.0,0.2,1.872
16,0.72,0.18,2023-03-28 13:34:50,2023-03-28 13:35:50,1.0,0.1,1.872
17,0.72,0.18,2023-03-28 13:35:50,2023-03-28 13:36:50,2.0,0.2,1.872
18,0.72,0.18,2023-03-28 13:36:50,2023-03-28 13:37:50,5.0,0.5,1.872
19,0.72,0.18,2023-03-28 13:37:50,2023-03-28 13:38:50,10.0,1.0,1.872
20,0.72,0.18,2023-03-28 13:38:50,2023-03-28 13:39:50,15.0,1.5,1.872
21,0.72,0.18,2023-03-28 13:39:50,2023-03-28 14:54:50,20.0,2.0,1.872
22,0.72,0.18,2023-03-28 14:54:50,2023-03-28 14:55:11,15.0,1.5,1.872
23,0.72,0.18,2023-03-28 14:55:11,2023-03-28 14:56:32,10.0,1.0,1.872
24,0.72,0.18,2023-03-28 14:56:32,2023-03-28 14:57:32,5.0,0.5,1.872
25,0.72,0.18,2023-03-28 14:57:32,2023-03-28 14:58:32,2.0,0.2,1.872
26,0.72,0.18,2023-03-28 14:58:32,2023-03-28 14:59:32,1.0,0.1,1.872
27,0.72,0.18,2023-03-28 14:59:32,2023-03-28 14:59:37,0.0,0.0,1.872
