datetime,pressure_bar,temperature_celsius,pressure_gradient_bar,temperature_gradient_celsius
2023-03-08 17:25:10,0.996302,23.0,0.0,0.0
2023-05-08 17:25:10,0.996302,23.0,0.0,0.0
