id,location_x,location_y,start,end,flow_percent,rate_sccm,density kg/m3
1,0.45,0.03,2023-03-09 17:25:10,2023-03-09 17:26:10,1.0,0.1,1.872
2,0.45,0.03,2023-03-09 17:26:10,2023-03-09 17:27:10,2.0,0.2,1.872
3,0.45,0.03,2023-03-09 17:27:10,2023-03-09 17:28:10,5.0,0.5,1.872
4,0.45,0.03,2023-03-09 17:28:10,2023-03-09 17:29:10,10.0,1.0,1.872
5,0.45,0.03,2023-03-09 17:29:10,2023-03-09 17:30:10,15.0,1.5,1.872
6,0.45,0.03,2023-03-09 17:30:10,2023-03-09 18:15:10,20.0,2.0,1.872
7,0.45,0.03,2023-03-09 18:15:10,2023-03-09 18:16:10,15.0,1.5,1.872
8,0.45,0.03,2023-03-09 18:16:10,2023-03-09 18:17:10,10.0,1.0,1.872
9,0.45,0.03,2023-03-09 18:17:10,2023-03-09 18:18:10,5.0,0.5,1.872
10,0.45,0.03,2023-03-09 18:18:10,2023-03-09 18:19:10,2.0,0.2,1.872
11,0.45,0.03,2023-03-09 18:19:10,2023-03-09 18:20:10,1.0,0.1,1.872
12,0.45,0.03,2023-03-09 18:20:10,2023-03-09 18:20:40,1.0,0.1,1.872
13,0.45,0.03,2023-03-09 18:20:40,2023-03-09 18:21:15,2.4,0.24,1.872
14,0.72,0.18,2023-03-09 18:21:15,2023-03-09 18:21:20,1.0,0.1,1.872
15,0.72,0.18,2023-03-09 18:21:20,2023-03-09 18:23:50,2.0,0.2,1.872
16,0.72,0.18,2023-03-09 18:23:50,2023-03-09 18:24:50,1.0,0.1,1.872
17,0.72,0.18,2023-03-09 18:24:50,2023-03-09 18:25:50,2.0,0.2,1.872
18,0.72,0.18,2023-03-09 18:25:50,2023-03-09 18:26:50,5.0,0.5,1.872
19,0.72,0.18,2023-03-09 18:26:50,2023-03-09 18:27:50,10.0,1.0,1.872
20,0.72,0.18,2023-03-09 18:27:50,2023-03-09 18:28:50,15.0,1.5,1.872
21,0.72,0.18,2023-03-09 18:28:50,2023-03-09 19:43:50,20.0,2.0,1.872
22,0.72,0.18,2023-03-09 19:43:50,2023-03-09 19:44:11,15.0,1.5,1.872
23,0.72,0.18,2023-03-09 19:44:11,2023-03-09 19:45:32,10.0,1.0,1.872
24,0.72,0.18,2023-03-09 19:45:32,2023-03-09 19:46:32,5.0,0.5,1.872
25,0.72,0.18,2023-03-09 19:46:32,2023-03-09 19:47:32,2.0,0.2,1.872
26,0.72,0.18,2023-03-09 19:47:32,2023-03-09 19:48:32,1.0,0.1,1.872
27,0.72,0.18,2023-03-09 19:48:32,2023-03-09 19:48:37,0.0,0.0,1.872
